from,to,category,category_A,NameSpace_A,ID_A,Name_A,category_B,NameSpace_B,ID_B,Name_B,PubMed,Source,Data_Source_Relationship
PubChemCID:5206,PubChemCID:42113,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,42113,desflurane,,DCDB,Unclear (NO inforamtion)
PubChemCID:5206,PubChemCID:42113,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,42113,desflurane,,DCDB,Unclear (Phase 4)
PubChemCID:5206,PubChemCID:441290,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,441290,rocuronium,,DCDB,Unclear (NO inforamtion)
PubChemCID:5206,PubChemCID:441290,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,441290,rocuronium,,DCDB,Unclear (Phase 3)
PubChemCID:5206,PubChemCID:5314,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,5314,Succinylcholine,,DCDB,Unclear (NO inforamtion)
PubChemCID:5206,PubChemCID:60815,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,60815,remifentanil,,DCDB,Unclear (NO inforamtion)
PubChemCID:5206,PubChemCID:60815,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,60815,remifentanil,19348675,DCDB,Unclear (Phase 3)
PubChemCID:5206,PubChemCID:60815,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,60815,remifentanil,,DCDB,Unclear (Phase 4)
PubChemCID:5206,PubChemCID:948,Drug-Drug,Drug,PubChemCID,5206,sevoflurane,Drug,PubChemCID,948,Nitrous Oxide,,DCDB,Unclear (Phase 4)
PubChemCID:5210,PubChemCID:16132446,Drug-Drug,Drug,PubChemCID,5210,sibutramine,Drug,PubChemCID,16132446,pramlintide,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:104865,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,104865,bosentan,,DCDB,Unclear (Phase 3)
PubChemCID:5212,PubChemCID:104865,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,104865,bosentan,,DCDB,Unclear (Phase 4)
PubChemCID:5212,PubChemCID:110634,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,110634,vardenafil,,DCDB,Unclear (Phase 4)
PubChemCID:5212,PubChemCID:110635,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,110635,tadalafil,,DCDB,Unclear (Phase 3)
PubChemCID:5212,PubChemCID:110635,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,110635,tadalafil,,DCDB,Unclear (Phase 4)
PubChemCID:5212,PubChemCID:16129616,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,16129616,salmon calcitonin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5212,PubChemCID:16231,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,16231,Amiloride,,DCDB,Unclear (NO inforamtion)
PubChemCID:5212,PubChemCID:216235,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,216235,sitaxsentan,,DCDB,Unclear (Phase 3)
PubChemCID:5212,PubChemCID:216239,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,216239,sorafenib,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:3121,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,3121,Valproic Acid,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:36314,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,36314,Paclitaxel,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5212,PubChemCID:3637,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,3637,Hydralazine,,DCDB,Unclear (NO inforamtion)
PubChemCID:5212,PubChemCID:3639,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,3639,Hydrochlorothiazide,,DCDB,Unclear (NO inforamtion)
PubChemCID:5212,PubChemCID:3715,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,3715,Indomethacin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5212,PubChemCID:38904,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,38904,Carboplatin,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5212,PubChemCID:3961,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,3961,Losartan,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5212,PubChemCID:4680,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,4680,Papaverine,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:5280723,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,5280723,Alprostadil,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:5757,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,5757,Estradiol,,DCDB,Unclear (Phase 4)
PubChemCID:5212,PubChemCID:5775,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,5775,Phentolamine,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:6010,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,6010,Methyltestosterone,,DCDB,Unclear (Phase 2)
PubChemCID:5212,PubChemCID:6010,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,6010,Methyltestosterone,24106072|23494931|23165659,DCDB,Unclear (Phase 4)
PubChemCID:5212,PubChemCID:6443959,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,6443959,iloprost phenacyl ester,11926786,DCDB,Synergistic (Preclinical)
PubChemCID:5212,PubChemCID:6443959,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,6443959,iloprost phenacyl ester,,DCDB,Unclear (Phase 3)
PubChemCID:5212,PubChemCID:6918493,Drug-Drug,Drug,PubChemCID,5212,sildenafil,Drug,PubChemCID,6918493,ambrisentan,,DCDB,Unclear (Phase 4)
PubChemCID:5245,PubChemCID:16133850,Drug-Drug,Drug,PubChemCID,5245,risedronic acid,Drug,PubChemCID,16133850,Teriparatide,,DCDB,Unclear (Phase 3)
PubChemCID:5245,PubChemCID:16133850,Drug-Drug,Drug,PubChemCID,5245,risedronic acid,Drug,PubChemCID,16133850,Teriparatide,,DCDB,Unclear (Phase 4)
PubChemCID:5245,PubChemCID:2187,Drug-Drug,Drug,PubChemCID,5245,risedronic acid,Drug,PubChemCID,2187,anastrozole,,DCDB,Unclear (Phase 4)
PubChemCID:5253,PubChemCID:2157,Drug-Drug,Drug,PubChemCID,5253,Sotalol,Drug,PubChemCID,2157,Amiodarone,,DCDB,Unclear (NO inforamtion)
PubChemCID:5253,PubChemCID:2157,Drug-Drug,Drug,PubChemCID,5253,Sotalol,Drug,PubChemCID,2157,Amiodarone,,DCDB,Unclear (Phase 3)
PubChemCID:5253,PubChemCID:3356,Drug-Drug,Drug,PubChemCID,5253,Sotalol,Drug,PubChemCID,3356,Flecainide,,DCDB,Unclear (Phase 3)
PubChemCID:5253,PubChemCID:4932,Drug-Drug,Drug,PubChemCID,5253,Sotalol,Drug,PubChemCID,4932,Propafenone,,DCDB,Unclear (Phase 3)
PubChemCID:5280453,PubChemCID:16133850,Drug-Drug,Drug,PubChemCID,5280453,Calcitriol,Drug,PubChemCID,16133850,Teriparatide,,DCDB,Unclear (Phase 2)
PubChemCID:5280453,PubChemCID:3085017,Drug-Drug,Drug,PubChemCID,5280453,Calcitriol,Drug,PubChemCID,3085017,sevelamer,,DCDB,Unclear (Phase 1)
PubChemCID:5280453,PubChemCID:32798,Drug-Drug,Drug,PubChemCID,5280453,Calcitriol,Drug,PubChemCID,32798,Clobetasol,,DCDB,Unclear (Phase 4)
PubChemCID:5280453,PubChemCID:5281104,Drug-Drug,Drug,PubChemCID,5280453,Calcitriol,Drug,PubChemCID,5281104,paricalcitol,,DCDB,Unclear (Phase 4)
PubChemCID:5280453,PubChemCID:5282181,Drug-Drug,Drug,PubChemCID,5280453,Calcitriol,Drug,PubChemCID,5282181,alfacalcidol,,DCDB,Unclear (Phase 4)
PubChemCID:5280483,PubChemCID:9875401,Drug-Drug,Drug,PubChemCID,5280483,Vitamin K 1,Drug,PubChemCID,9875401,rivaroxaban,,DCDB,Unclear (Phase 1)
PubChemCID:5280723,PubChemCID:4680,Drug-Drug,Drug,PubChemCID,5280723,Alprostadil,Drug,PubChemCID,4680,Papaverine,,DCDB,Unclear (Phase 2)
PubChemCID:5280793,PubChemCID:153941,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,153941,entecavir,,DCDB,Unclear (NO inforamtion)
PubChemCID:5280793,PubChemCID:156419,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,156419,cinacalcet,,DCDB,Unclear (Phase 4)
PubChemCID:5280793,PubChemCID:16133850,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,16133850,Teriparatide,,DCDB,Unclear (Phase 2)
PubChemCID:5280793,PubChemCID:2088,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,2088,Alendronate,,DCDB,Unclear (Phase 3)
PubChemCID:5280793,PubChemCID:2375,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,2375,bicalutamide,,DCDB,Unclear (NO inforamtion)
PubChemCID:5280793,PubChemCID:25419,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,25419,Clodronic Acid,,DCDB,Unclear (Phase 2)
PubChemCID:5280793,PubChemCID:4054,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,4054,Memantine,,DCDB,Unclear (Phase 3)
PubChemCID:5280793,PubChemCID:5245,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,5245,risedronic acid,,DCDB,Unclear (Phase 4)
PubChemCID:5280793,PubChemCID:5281104,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,5281104,paricalcitol,,DCDB,Unclear (Phase 4)
PubChemCID:5280793,PubChemCID:60852,Drug-Drug,Drug,PubChemCID,5280793,Ergocalciferols,Drug,PubChemCID,60852,ibandronic acid,,DCDB,Unclear (Phase 4)
PubChemCID:5280962,PubChemCID:156391,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,156391,Naproxen,16221551,DCDB,null (Preclinical)
PubChemCID:5280962,PubChemCID:16682734,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,16682734,bismuth subsalicylate,19735221,DCDB,null (Approved)
PubChemCID:5280962,PubChemCID:16682734,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,16682734,bismuth subsalicylate,,DCDB,Unclear (Phase 3)
PubChemCID:5280962,PubChemCID:16682734,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,16682734,bismuth subsalicylate,,DCDB,Unclear (Phase 4)
PubChemCID:5280962,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 1|Phase 2)
PubChemCID:5280962,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 3)
PubChemCID:5280962,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,4173,Metronidazole,19735221,DCDB,null (Approved)
PubChemCID:5280962,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,4173,Metronidazole,21345487|,DCDB,Unclear (Phase 3)
PubChemCID:5280962,PubChemCID:4173,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,4173,Metronidazole,,DCDB,Unclear (Phase 4)
PubChemCID:5280962,PubChemCID:4594,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,4594,Omeprazole,,DCDB,Unclear (Phase 4)
PubChemCID:5280962,PubChemCID:5323714,Drug-Drug,Drug,PubChemCID,5280962,CID 5280962,Drug,PubChemCID,5323714,Furazolidone,,DCDB,Unclear (Phase 4)
PubChemCID:5280965,PubChemCID:147912,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,147912,posaconazole,19180726,DCDB,null (Preclinical)
PubChemCID:5280965,PubChemCID:165580,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,165580,Paromomycin,,DCDB,Unclear (Phase 3)
PubChemCID:5280965,PubChemCID:16685683,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,16685683,Lenocta,21718522,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:2826718,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,2826718,caspofungin,,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:2826718,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,2826718,caspofungin,,DCDB,Unclear (Phase 3)
PubChemCID:5280965,PubChemCID:3365,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3365,Fluconazole,,DCDB,Unclear (Phase 1|Phase 2)
PubChemCID:5280965,PubChemCID:3365,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3365,Fluconazole,19897055|19441980,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:3365,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3365,Fluconazole,,DCDB,Unclear (Phase 3)
PubChemCID:5280965,PubChemCID:3366,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3366,Flucytosine,,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:3599,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3599,miltefosine,16966395,DCDB,Reductive (Phase II)
PubChemCID:5280965,PubChemCID:3599,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3599,miltefosine,21718522|,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:3599,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,3599,miltefosine,21255828|,DCDB,Unclear (Phase 3)
PubChemCID:5280965,PubChemCID:477468,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,477468,micafungin,,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:5280962,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,5280962,CID 5280962,,DCDB,Unclear (Phase 3)
PubChemCID:5280965,PubChemCID:5493381,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,5493381,deferasirox,,DCDB,Unclear (Phase 2)
PubChemCID:5280965,PubChemCID:7000965,Drug-Drug,Drug,PubChemCID,5280965,Amphotericin B,Drug,PubChemCID,7000965,AC1OCU0L,|21255828,DCDB,Unclear (Phase 3)
PubChemCID:5280972,PubChemCID:4868,Drug-Drug,Drug,PubChemCID,5280972,CID 5280972,Drug,PubChemCID,4868,Polymyxin B,4329012,DCDB,Synergistic (Approved)
PubChemCID:5280972,PubChemCID:5754,Drug-Drug,Drug,PubChemCID,5280972,CID 5280972,Drug,PubChemCID,5754,Hydrocortisone,,DCDB,null (Approved)
PubChemCID:5280980,PubChemCID:123630,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,123630,tazobactam,,DCDB,Unclear (Phase 3)
PubChemCID:5280980,PubChemCID:150610,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,150610,ertapenem,,DCDB,Unclear (Phase 3)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,3019987,DCDB,Synergistic (Approved)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 1)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 2)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,,DCDB,Unclear (Phase 3)
PubChemCID:5280980,PubChemCID:33613,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,33613,Amoxicillin,|21829969|22021722,DCDB,Unclear (Phase 4)
PubChemCID:5280980,PubChemCID:3365,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,3365,Fluconazole,,DCDB,Unclear (Phase 3)
PubChemCID:5280980,PubChemCID:36921,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,36921,Ticarcillin,6968746,DCDB,Synergistic (Approved)
PubChemCID:5280980,PubChemCID:4594,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,4594,Omeprazole,,DCDB,Unclear (NO inforamtion)
PubChemCID:5280980,PubChemCID:5323714,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5323714,Furazolidone,,DCDB,Unclear (NO inforamtion)
PubChemCID:5280980,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5329,Sulfamethoxazole,,DCDB,Unclear (NO inforamtion)
PubChemCID:5280980,PubChemCID:5329,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5329,Sulfamethoxazole,,DCDB,Unclear (Phase 2)
PubChemCID:5280980,PubChemCID:5362065,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5362065,Cefixime,,DCDB,Unclear (Phase 2)
PubChemCID:5280980,PubChemCID:5479530,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5479530,Ceftriaxone,,DCDB,Unclear (Phase 2)
PubChemCID:5280980,PubChemCID:5479530,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5479530,Ceftriaxone,,DCDB,Unclear (Phase 2|Phase 3)
PubChemCID:5280980,PubChemCID:5479530,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,5479530,Ceftriaxone,,DCDB,Unclear (Phase 3)
PubChemCID:5280980,PubChemCID:84029,Drug-Drug,Drug,PubChemCID,5280980,Clavulanic Acid,Drug,PubChemCID,84029,Clarithromycin,,DCDB,Unclear (Phase 3)
PubChemCID:5281011,PubChemCID:2266,Drug-Drug,Drug,PubChemCID,5281011,CID 5281011,Drug,PubChemCID,2266,azelaic acid,,DCDB,Unclear (Phase 4)
PubChemCID:5281011,PubChemCID:24757945,Drug-Drug,Drug,PubChemCID,5281011,CID 5281011,Drug,PubChemCID,24757945,CID 24757945,,DCDB,Unclear (Phase 4)
PubChemCID:5281011,PubChemCID:3652,Drug-Drug,Drug,PubChemCID,5281011,CID 5281011,Drug,PubChemCID,3652,Hydroxychloroquine,,DCDB,Unclear (Phase 2)
PubChemCID:5281011,PubChemCID:5479,Drug-Drug,Drug,PubChemCID,5281011,CID 5281011,Drug,PubChemCID,5479,Tinidazole,,DCDB,Unclear (Phase 2)
PubChemCID:5281021,PubChemCID:2157,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,2157,Amiodarone,,DCDB,Unclear (NO inforamtion)
PubChemCID:5281021,PubChemCID:24757945,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,24757945,CID 24757945,,DCDB,Unclear (Phase 4)
PubChemCID:5281021,PubChemCID:29029,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,29029,Clindamycin,,DCDB,Unclear (Phase 2)
PubChemCID:5281021,PubChemCID:29029,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,29029,Clindamycin,,DCDB,Unclear (Phase 4)
PubChemCID:5281021,PubChemCID:3081884,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,3081884,copolymer 1,19776092,DCDB,null (Phase II)
PubChemCID:5281021,PubChemCID:3081884,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,3081884,copolymer 1,,DCDB,Unclear (Phase 2)
PubChemCID:5281021,PubChemCID:3821,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,3821,Ketamine,,DCDB,Unclear (Phase 2)
PubChemCID:5281021,PubChemCID:444,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,444,Bupropion,,DCDB,Unclear (Phase 1|Phase 2)
PubChemCID:5281021,PubChemCID:586,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,586,Creatine,,DCDB,Unclear (Phase 2)
PubChemCID:5281021,PubChemCID:772,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,772,Heparin,,DCDB,Unclear (NO inforamtion)
PubChemCID:5281021,PubChemCID:9690109,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,9690109,armodafinil,,DCDB,Unclear (NO inforamtion)
PubChemCID:5281021,PubChemCID:9690109,Drug-Drug,Drug,PubChemCID,5281021,CID 5281021,Drug,PubChemCID,9690109,armodafinil,,DCDB,Unclear (Phase 2)
PubChemCID:5281037,PubChemCID:3639,Drug-Drug,Drug,PubChemCID,5281037,eprosartan,Drug,PubChemCID,3639,Hydrochlorothiazide,11897210,DCDB,null (Approved)
PubChemCID:5281040,PubChemCID:2083,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,2083,Albuterol,,DCDB,Unclear (Phase 4)
PubChemCID:5281040,PubChemCID:3410,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,3410,formoterol,,DCDB,Unclear (NO inforamtion)
PubChemCID:5281040,PubChemCID:3410,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,3410,formoterol,,DCDB,Unclear (Phase 4)
PubChemCID:5281040,PubChemCID:444036,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,444036,fluticasone,,DCDB,Unclear (Phase 2)
PubChemCID:5281040,PubChemCID:444036,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,444036,fluticasone,,DCDB,Unclear (Phase 3)
PubChemCID:5281040,PubChemCID:444036,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,444036,fluticasone,20674827,DCDB,Unclear (Phase 4)
PubChemCID:5281040,PubChemCID:5152,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,5152,salmeterol,23126384,DCDB,Unclear (NO inforamtion)
PubChemCID:5281040,PubChemCID:5152,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,5152,salmeterol,,DCDB,Unclear (Phase 3)
PubChemCID:5281040,PubChemCID:5755,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,5755,Prednisolone,,DCDB,Unclear (Phase 2)
PubChemCID:5281040,PubChemCID:5865,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,5865,Prednisone,,DCDB,Unclear (Phase 2)
PubChemCID:5281040,PubChemCID:63006,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,63006,Budesonide,,DCDB,Unclear (NO inforamtion)
PubChemCID:5281040,PubChemCID:63006,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,63006,Budesonide,,DCDB,Unclear (Phase 2)
PubChemCID:5281040,PubChemCID:63006,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,63006,Budesonide,,DCDB,Unclear (Phase 3)
PubChemCID:5281040,PubChemCID:63006,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,63006,Budesonide,,DCDB,Unclear (Phase 4)
PubChemCID:5281040,PubChemCID:9955977,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,9955977,levocetirizine,,DCDB,Unclear (Phase 1)
PubChemCID:5281040,PubChemCID:9955977,Drug-Drug,Drug,PubChemCID,5281040,montelukast,Drug,PubChemCID,9955977,levocetirizine,,DCDB,Unclear (Phase 3)
PubChemCID:5281071,PubChemCID:2267,Drug-Drug,Drug,PubChemCID,5281071,olopatadine,Drug,PubChemCID,2267,azelastine,,DCDB,Unclear (Phase 4)
PubChemCID:5281071,PubChemCID:24847878,Drug-Drug,Drug,PubChemCID,5281071,olopatadine,Drug,PubChemCID,24847878,Veramyst,,DCDB,Unclear (Phase 4)
PubChemCID:5281078,PubChemCID:104762,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,104762,bredinin,16858279,DCDB,Synergistic (Preclinical)
PubChemCID:5281078,PubChemCID:2265,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,2265,Azathioprine,,DCDB,Unclear (Phase 2)
PubChemCID:5281078,PubChemCID:2265,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,2265,Azathioprine,22922564|22087680|21080348|20039429|19933596,DCDB,Unclear (Phase 3)
PubChemCID:5281078,PubChemCID:2265,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,2265,Azathioprine,,DCDB,Unclear (Phase 4)
PubChemCID:5281078,PubChemCID:2478,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,2478,Busulfan,,DCDB,Unclear (Phase 2)
PubChemCID:5281078,PubChemCID:3062316,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,3062316,dasatinib,,DCDB,Unclear (Phase 2)
PubChemCID:5281078,PubChemCID:30751,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,30751,fludarabine phosphate,,DCDB,Unclear (NO inforamtion)
PubChemCID:5281078,PubChemCID:30751,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,30751,fludarabine phosphate,,DCDB,Unclear (Phase 1)
PubChemCID:5281078,PubChemCID:30751,Drug-Drug,Drug,PubChemCID,5281078,mycophenolate mofetil,Drug,PubChemCID,30751,fludarabine phosphate,,DCDB,Unclear (Phase 1|Phase 2)
