XID,category,NameSpace,ID,Name
PubChemCID:5330286,Drug,PubChemCID,5330286,2euf
PubChemCID:5336,Drug,PubChemCID,5336,Sulfapyridine
PubChemCID:53389,Drug,PubChemCID,53389,rimcazole
PubChemCID:5342,Drug,PubChemCID,5342,Sulfinpyrazone
PubChemCID:5344,Drug,PubChemCID,5344,Sulfisoxazole
PubChemCID:5352062,Drug,PubChemCID,5352062,romidepsin
PubChemCID:5352624,Drug,PubChemCID,5352624,sulindac sulfide
PubChemCID:5353562,Drug,PubChemCID,5353562,Dacarbazine
PubChemCID:5353830,Drug,PubChemCID,5353830,Nitrofurantoin
PubChemCID:5353894,Drug,PubChemCID,5353894,pralidoxime
PubChemCID:5355,Drug,PubChemCID,5355,Sulpiride
PubChemCID:5358,Drug,PubChemCID,5358,Sumatriptan
PubChemCID:5359,Drug,PubChemCID,5359,Suprofen
PubChemCID:5359268,Drug,PubChemCID,5359268,Aluminum
PubChemCID:5359272,Drug,PubChemCID,5359272,Levorphanol
PubChemCID:5359371,Drug,PubChemCID,5359371,Levallorphan
PubChemCID:5359476,Drug,PubChemCID,5359476,Sulfasalazine
PubChemCID:5360373,Drug,PubChemCID,5360373,Bleomycin
PubChemCID:5360515,Drug,PubChemCID,5360515,Naltrexone
PubChemCID:5360696,Drug,PubChemCID,5360696,Dextromethorphan
PubChemCID:5361,Drug,PubChemCID,5361,Suramin
PubChemCID:5361022,Drug,PubChemCID,5361022,AC1NSEXU
PubChemCID:5361202,Drug,PubChemCID,5361202,Cefuroxime
PubChemCID:5361323,Drug,PubChemCID,5361323,progabide
PubChemCID:5362065,Drug,PubChemCID,5362065,Cefixime
PubChemCID:5362116,Drug,PubChemCID,5362116,delapril
PubChemCID:5362119,Drug,PubChemCID,5362119,Lisinopril
PubChemCID:5362124,Drug,PubChemCID,5362124,benazepril
PubChemCID:5362129,Drug,PubChemCID,5362129,Ramipril
PubChemCID:5362259,Drug,PubChemCID,5362259,elsamicin A
PubChemCID:5362417,Drug,PubChemCID,5362417,candoxatril
PubChemCID:5362420,Drug,PubChemCID,5362420,verteporfin
PubChemCID:5362422,Drug,PubChemCID,5362422,batimastat
PubChemCID:5362440,Drug,PubChemCID,5362440,Indinavir
PubChemCID:5379,Drug,PubChemCID,5379,gatifloxacin
PubChemCID:5381,Drug,PubChemCID,5381,tazarotene
PubChemCID:5381226,Drug,PubChemCID,5381226,Rifampin
PubChemCID:5388962,Drug,PubChemCID,5388962,Enalapril
PubChemCID:5391,Drug,PubChemCID,5391,Temazepam
PubChemCID:5394,Drug,PubChemCID,5394,temozolomide
PubChemCID:5401,Drug,PubChemCID,5401,Terazosin
PubChemCID:5403,Drug,PubChemCID,5403,Terbutaline
PubChemCID:5405,Drug,PubChemCID,5405,Terfenadine
PubChemCID:5411,Drug,PubChemCID,5411,Tetracaine
PubChemCID:5426,Drug,PubChemCID,5426,Thalidomide
PubChemCID:54385,Drug,PubChemCID,54385,levocabastine
PubChemCID:5440,Drug,PubChemCID,5440,Thiethylperazine
PubChemCID:54454,Drug,PubChemCID,54454,Simvastatin
PubChemCID:54477,Drug,PubChemCID,54477,Remoxipride
PubChemCID:5452,Drug,PubChemCID,5452,Thioridazine
PubChemCID:54575,Drug,PubChemCID,54575,Leucovorin
PubChemCID:5459174,Drug,PubChemCID,5459174,aplidine
PubChemCID:5460307,Drug,PubChemCID,5460307,fumarate
PubChemCID:5462328,Drug,PubChemCID,5462328,Heroin
PubChemCID:5462340,Drug,PubChemCID,5462340,remikiren
PubChemCID:5462501,Drug,PubChemCID,5462501,Enalaprilat
PubChemCID:5464098,Drug,PubChemCID,5464098,artesunate
PubChemCID:5464467,Drug,PubChemCID,5464467,"3,4,5-trihydroxybenzamidoxime"
PubChemCID:5468,Drug,PubChemCID,5468,tiaprofenic acid
PubChemCID:54687,Drug,PubChemCID,54687,Pravastatin
PubChemCID:5472,Drug,PubChemCID,5472,Ticlopidine
PubChemCID:54746,Drug,PubChemCID,54746,cabergoline
PubChemCID:54766,Drug,PubChemCID,54766,bambuterol
PubChemCID:54786,Drug,PubChemCID,54786,U 62840
PubChemCID:5479,Drug,PubChemCID,5479,Tinidazole
PubChemCID:5479530,Drug,PubChemCID,5479530,Ceftriaxone
PubChemCID:5479537,Drug,PubChemCID,5479537,cefepime
PubChemCID:5481173,Drug,PubChemCID,5481173,Ceftazidime
PubChemCID:5481350,Drug,PubChemCID,5481350,tenofovir disoproxil
PubChemCID:54841,Drug,PubChemCID,54841,atomoxetine
PubChemCID:5484727,Drug,PubChemCID,5484727,trandolapril
PubChemCID:5485198,Drug,PubChemCID,5485198,pyronaridine
PubChemCID:5486971,Drug,PubChemCID,5486971,pregabalin
PubChemCID:5487,Drug,PubChemCID,5487,tizanidine
PubChemCID:5488548,Drug,PubChemCID,5488548,alvimopan
PubChemCID:54892,Drug,PubChemCID,54892,quinapril
PubChemCID:5493381,Drug,PubChemCID,5493381,deferasirox
PubChemCID:5493444,Drug,PubChemCID,5493444,aliskiren
PubChemCID:5496659,Drug,PubChemCID,5496659,Otamixaban
PubChemCID:5503,Drug,PubChemCID,5503,Tolazamide
PubChemCID:5504,Drug,PubChemCID,5504,Tolazoline
PubChemCID:5505,Drug,PubChemCID,5505,Tolbutamide
PubChemCID:5509,Drug,PubChemCID,5509,Tolmetin
PubChemCID:5510,Drug,PubChemCID,5510,Tolnaftate
PubChemCID:55185,Drug,PubChemCID,55185,Azithromycin
PubChemCID:55191,Drug,PubChemCID,55191,gepirone
PubChemCID:55245,Drug,PubChemCID,55245,Mifepristone
PubChemCID:5526,Drug,PubChemCID,5526,Tranexamic Acid
PubChemCID:55283,Drug,PubChemCID,55283,Itraconazole
PubChemCID:5533,Drug,PubChemCID,5533,Trazodone
PubChemCID:5546,Drug,PubChemCID,5546,Triamterene
PubChemCID:55483,Drug,PubChemCID,55483,dopexamine
PubChemCID:5556,Drug,PubChemCID,5556,Triazolam
PubChemCID:5560,Drug,PubChemCID,5560,Trichlormethiazide
PubChemCID:5564,Drug,PubChemCID,5564,Triclosan
PubChemCID:5566,Drug,PubChemCID,5566,Trifluoperazine
PubChemCID:5568,Drug,PubChemCID,5568,Triflupromazine
PubChemCID:5572,Drug,PubChemCID,5572,Trihexyphenidyl
PubChemCID:5574,Drug,PubChemCID,5574,Trimeprazine
PubChemCID:5576,Drug,PubChemCID,5576,Trimethadione
PubChemCID:5577,Drug,PubChemCID,5577,trimethobenzamide
PubChemCID:5578,Drug,PubChemCID,5578,Trimethoprim
PubChemCID:5583,Drug,PubChemCID,5583,Trimetrexate
PubChemCID:5584,Drug,PubChemCID,5584,Trimipramine
PubChemCID:5587,Drug,PubChemCID,5587,Tripelennamine
PubChemCID:55891,Drug,PubChemCID,55891,Fosinopril
PubChemCID:5591,Drug,PubChemCID,5591,troglitazone
PubChemCID:5593,Drug,PubChemCID,5593,Tropicamide
PubChemCID:5596,Drug,PubChemCID,5596,Trospium
PubChemCID:56237,Drug,PubChemCID,56237,RS 43179
PubChemCID:5625,Drug,PubChemCID,5625,Delavirdine
PubChemCID:56330,Drug,PubChemCID,56330,Cilazapril
PubChemCID:56339,Drug,PubChemCID,56339,fosphenytoin
PubChemCID:564,Drug,PubChemCID,564,Aminocaproic Acid
PubChemCID:5656,Drug,PubChemCID,5656,venlafaxine
PubChemCID:5665,Drug,PubChemCID,5665,Vigabatrin
PubChemCID:56801,Drug,PubChemCID,56801,salmeterol
PubChemCID:56959,Drug,PubChemCID,56959,ranolazine
PubChemCID:5702063,Drug,PubChemCID,5702063,Guanabenz
PubChemCID:5702160,Drug,PubChemCID,5702160,Famotidine
PubChemCID:5717,Drug,PubChemCID,5717,zafirlukast
PubChemCID:5719,Drug,PubChemCID,5719,zaleplon
PubChemCID:572,Drug,PubChemCID,572,fosmidomycin
PubChemCID:5724,Drug,PubChemCID,5724,FR 74366
PubChemCID:5732,Drug,PubChemCID,5732,zolpidem
PubChemCID:5734,Drug,PubChemCID,5734,zonisamide
PubChemCID:5735,Drug,PubChemCID,5735,zopiclone
PubChemCID:57363,Drug,PubChemCID,57363,Finasteride
PubChemCID:5742832,Drug,PubChemCID,5742832,Aztreonam
PubChemCID:5743,Drug,PubChemCID,5743,Dexamethasone
PubChemCID:5746,Drug,PubChemCID,5746,Mitomycin
PubChemCID:57469,Drug,PubChemCID,57469,imiquimod
PubChemCID:5749,Drug,PubChemCID,5749,Oxyphenonium
PubChemCID:5754,Drug,PubChemCID,5754,Hydrocortisone
PubChemCID:5755,Drug,PubChemCID,5755,Prednisolone
PubChemCID:5756,Drug,PubChemCID,5756,Estriol
PubChemCID:5757,Drug,PubChemCID,5757,Estradiol
PubChemCID:5760,Drug,PubChemCID,5760,Coke
PubChemCID:57697,Drug,PubChemCID,57697,pemirolast
PubChemCID:5770,Drug,PubChemCID,5770,Reserpine
PubChemCID:5775,Drug,PubChemCID,5775,Phentolamine
PubChemCID:5780,Drug,PubChemCID,5780,Sorbitol
PubChemCID:5785,Drug,PubChemCID,5785,CID 5785
PubChemCID:5790,Drug,PubChemCID,5790,Floxuridine
PubChemCID:5813717,Drug,PubChemCID,5813717,apaziquone
PubChemCID:58145,Drug,PubChemCID,58145,"N-(2-chloro-6-methylergoline-8-yl)-2,2-dimethylpropanamide"
PubChemCID:5816,Drug,PubChemCID,5816,Epinephrine
PubChemCID:5818,Drug,PubChemCID,5818,Histamine
PubChemCID:5819,Drug,PubChemCID,5819,Thyroxine
PubChemCID:5826,Drug,PubChemCID,5826,Dextroamphetamine
PubChemCID:5831,Drug,PubChemCID,5831,Carbachol
PubChemCID:5833,Drug,PubChemCID,5833,Spironolactone
PubChemCID:5839,Drug,PubChemCID,5839,Aldosterone
PubChemCID:5850,Drug,PubChemCID,5850,Pentolinium Tartrate
PubChemCID:5852,Drug,PubChemCID,5852,Penicillamine
PubChemCID:586,Drug,PubChemCID,586,Creatine
PubChemCID:5865,Drug,PubChemCID,5865,Prednisone
PubChemCID:5870,Drug,PubChemCID,5870,Estrone
PubChemCID:5875,Drug,PubChemCID,5875,Paramethasone
PubChemCID:5878,Drug,PubChemCID,5878,Oxandrolone
PubChemCID:5904,Drug,PubChemCID,5904,Penicillin G
PubChemCID:5906,Drug,PubChemCID,5906,Metaraminol
PubChemCID:5910,Drug,PubChemCID,5910,Pilocarpine
PubChemCID:5912039,Drug,PubChemCID,5912039,fordine
PubChemCID:5920,Drug,PubChemCID,5920,Triiodothyronine
PubChemCID:59227,Drug,PubChemCID,59227,N 0437
PubChemCID:592735,Drug,PubChemCID,592735,Ergoloid Mesylates
PubChemCID:5936,Drug,PubChemCID,5936,Isoflurophate
PubChemCID:5950,Drug,PubChemCID,5950,Alanine
PubChemCID:5956,Drug,PubChemCID,5956,Felypressin
PubChemCID:5957,Drug,PubChemCID,5957,Adenosine Triphosphate
PubChemCID:5965,Drug,PubChemCID,5965,demecarium
PubChemCID:59768,Drug,PubChemCID,59768,esmolol
PubChemCID:5978,Drug,PubChemCID,5978,Vincristine
PubChemCID:5983,Drug,PubChemCID,5983,Physostigmine
PubChemCID:5991,Drug,PubChemCID,5991,Ethinyl Estradiol
PubChemCID:5994,Drug,PubChemCID,5994,Progesterone
PubChemCID:6000,Drug,PubChemCID,6000,Tubocurarine
PubChemCID:60026,Drug,PubChemCID,60026,nateglinide
PubChemCID:6005,Drug,PubChemCID,6005,Apomorphine
PubChemCID:6010,Drug,PubChemCID,6010,Methyltestosterone
PubChemCID:6013,Drug,PubChemCID,6013,Testosterone
PubChemCID:60149,Drug,PubChemCID,60149,sertindole
PubChemCID:60164,Drug,PubChemCID,60164,adapalene
PubChemCID:60169,Drug,PubChemCID,60169,doxacurium
PubChemCID:6018,Drug,PubChemCID,6018,Tetrabenazine
PubChemCID:60198,Drug,PubChemCID,60198,exemestane
PubChemCID:6032,Drug,PubChemCID,6032,Kanamycin
PubChemCID:60342,Drug,PubChemCID,60342,pamidronate
PubChemCID:6037,Drug,PubChemCID,6037,Folic Acid
PubChemCID:6041,Drug,PubChemCID,6041,Phenylephrine
PubChemCID:60464,Drug,PubChemCID,60464,sparfloxacin
PubChemCID:6047,Drug,PubChemCID,6047,Levodopa
PubChemCID:60490,Drug,PubChemCID,60490,zileuton
PubChemCID:60511,Drug,PubChemCID,60511,remacemide
PubChemCID:6058,Drug,PubChemCID,6058,Cysteamine
PubChemCID:60594,Drug,PubChemCID,60594,enalkiren
PubChemCID:60606,Drug,PubChemCID,60606,clopidogrel
PubChemCID:60613,Drug,PubChemCID,60613,cidofovir
PubChemCID:60648,Drug,PubChemCID,60648,tiagabine
PubChemCID:60654,Drug,PubChemCID,60654,dolasetron
PubChemCID:60663,Drug,PubChemCID,60663,Mibefradil
PubChemCID:60700,Drug,PubChemCID,60700,Topotecan
PubChemCID:60726,Drug,PubChemCID,60726,bromfenac
PubChemCID:60750,Drug,PubChemCID,60750,gemcitabine
PubChemCID:60753,Drug,PubChemCID,60753,ibutilide
PubChemCID:60773,Drug,PubChemCID,60773,valacyclovir
PubChemCID:60785,Drug,PubChemCID,60785,fananserin
PubChemCID:60786,Drug,PubChemCID,60786,lobucavir
PubChemCID:60787,Drug,PubChemCID,60787,Saquinavir
PubChemCID:60789,Drug,PubChemCID,60789,arbutamine
PubChemCID:60795,Drug,PubChemCID,60795,aripiprazole
PubChemCID:60815,Drug,PubChemCID,60815,remifentanil
PubChemCID:60817,Drug,PubChemCID,60817,peldesine
PubChemCID:6082,Drug,PubChemCID,6082,Methoxamine
PubChemCID:60823,Drug,PubChemCID,60823,atorvastatin
PubChemCID:60825,Drug,PubChemCID,60825,Lamivudine
PubChemCID:60835,Drug,PubChemCID,60835,duloxetine
PubChemCID:60838,Drug,PubChemCID,60838,irinotecan
PubChemCID:60843,Drug,PubChemCID,60843,pemetrexed
PubChemCID:60846,Drug,PubChemCID,60846,valsartan
PubChemCID:60852,Drug,PubChemCID,60852,ibandronic acid
PubChemCID:60854,Drug,PubChemCID,60854,ziprasidone
PubChemCID:60855,Drug,PubChemCID,60855,Zanamivir
PubChemCID:60857,Drug,PubChemCID,60857,zolmitriptan
PubChemCID:60860,Drug,PubChemCID,60860,3-Iodobenzylguanidine
PubChemCID:60871,Drug,PubChemCID,60871,adefovir dipivoxil
PubChemCID:60877,Drug,PubChemCID,60877,emtricitabine
PubChemCID:60919,Drug,PubChemCID,60919,tasosartan
PubChemCID:60921,Drug,PubChemCID,60921,saprisartan potassium
PubChemCID:60923,Drug,PubChemCID,60923,MK 0591
PubChemCID:60947,Drug,PubChemCID,60947,tirofiban
PubChemCID:60953,Drug,PubChemCID,60953,capecitabine
PubChemCID:60961,Drug,PubChemCID,60961,Adenosine
PubChemCID:6098,Drug,PubChemCID,6098,Cloxacillin
PubChemCID:6099,Drug,PubChemCID,6099,Methylene Blue
PubChemCID:6116,Drug,PubChemCID,6116,calcium acetate
PubChemCID:6126,Drug,PubChemCID,6126,diphemanil methylsulfate
PubChemCID:6167,Drug,PubChemCID,6167,Colchicine
PubChemCID:6172,Drug,PubChemCID,6172,Gallamine Triethiodide
PubChemCID:6178111,Drug,PubChemCID,6178111,Proguanil
PubChemCID:6196,Drug,PubChemCID,6196,Oxacillin
PubChemCID:6211,Drug,PubChemCID,6211,barbituric acid
PubChemCID:6215,Drug,PubChemCID,6215,Fluocinolone Acetonide
PubChemCID:6221,Drug,PubChemCID,6221,cholecalciferol
PubChemCID:6230,Drug,PubChemCID,6230,Norethindrone
PubChemCID:6234,Drug,PubChemCID,6234,Cycloserine
PubChemCID:6249,Drug,PubChemCID,6249,Ampicillin
PubChemCID:6251,Drug,PubChemCID,6251,Mannitol
PubChemCID:6253,Drug,PubChemCID,6253,Cytarabine
PubChemCID:6256,Drug,PubChemCID,6256,Trifluridine
PubChemCID:62886,Drug,PubChemCID,62886,cisatracurium
PubChemCID:6291,Drug,PubChemCID,6291,Mestranol
PubChemCID:62959,Drug,PubChemCID,62959,trovafloxacin
PubChemCID:63006,Drug,PubChemCID,63006,Budesonide
PubChemCID:6305,Drug,PubChemCID,6305,Tryptophan
PubChemCID:6307,Drug,PubChemCID,6307,quinethazone
PubChemCID:6323490,Drug,PubChemCID,6323490,Rifabutin
PubChemCID:6323497,Drug,PubChemCID,6323497,rifapentine
PubChemCID:6333901,Drug,PubChemCID,6333901,Auranofin
PubChemCID:6335412,Drug,PubChemCID,6335412,balsalazide
PubChemCID:636374,Drug,PubChemCID,636374,alclometasone dipropionate
PubChemCID:636380,Drug,PubChemCID,636380,fondaparinux
PubChemCID:64139,Drug,PubChemCID,64139,efavirenz
PubChemCID:64143,Drug,PubChemCID,64143,Nelfinavir
PubChemCID:64147,Drug,PubChemCID,64147,valganciclovir
PubChemCID:6419898,Drug,PubChemCID,6419898,Spiramycin
PubChemCID:6419965,Drug,PubChemCID,6419965,Morantel
PubChemCID:6420006,Drug,PubChemCID,6420006,Dihydroergotoxine
PubChemCID:6433120,Drug,PubChemCID,6433120,Canfosfamide
PubChemCID:6433735,Drug,PubChemCID,6433735,Calcifediol
PubChemCID:6434572,Drug,PubChemCID,6434572,carboprost tromethamine
PubChemCID:6435415,Drug,PubChemCID,6435415,Cilastatin
PubChemCID:6435893,Drug,PubChemCID,6435893,Cyclosporine
PubChemCID:6436030,Drug,PubChemCID,6436030,Sirolimus
PubChemCID:6436135,Drug,PubChemCID,6436135,cinalukast
PubChemCID:6436173,Drug,PubChemCID,6436173,rifaximin
PubChemCID:6436247,Drug,PubChemCID,6436247,herbimycin
PubChemCID:6437380,Drug,PubChemCID,6437380,lumefantrine
PubChemCID:6438730,Drug,PubChemCID,6438730,SR 31742A
PubChemCID:6439491,Drug,PubChemCID,6439491,talsaclidine fumarate
PubChemCID:6439929,Drug,PubChemCID,6439929,"pregna-4,17-diene-3,16-dione"
PubChemCID:6440763,Drug,PubChemCID,6440763,aplindore fumarate
PubChemCID:6442177,Drug,PubChemCID,6442177,everolimus
PubChemCID:644241,Drug,PubChemCID,644241,Nilotinib
PubChemCID:6443959,Drug,PubChemCID,6443959,iloprost phenacyl ester
PubChemCID:6444692,Drug,PubChemCID,6444692,Mubritinib
PubChemCID:6445226,Drug,PubChemCID,6445226,dabigatran etexilate
PubChemCID:6446,Drug,PubChemCID,6446,Fluoxymesterone
PubChemCID:6450551,Drug,PubChemCID,6450551,axitinib
PubChemCID:6451164,Drug,PubChemCID,6451164,Rilpivirine
PubChemCID:6456013,Drug,PubChemCID,6456013,BMS068645
PubChemCID:6456014,Drug,PubChemCID,6456014,belotecan
PubChemCID:64627,Drug,PubChemCID,64627,"1,3-dipropyl-8-(3-noradamantyl)xanthine"
PubChemCID:6464,Drug,PubChemCID,6464,allylpropymal
PubChemCID:6473,Drug,PubChemCID,6473,butobarbital
PubChemCID:6473739,Drug,PubChemCID,6473739,bryostatin 1
PubChemCID:6476,Drug,PubChemCID,6476,methsuximide
PubChemCID:6478034,Drug,PubChemCID,6478034,BMS 433771
PubChemCID:65015,Drug,PubChemCID,65015,JM 3100
PubChemCID:65016,Drug,PubChemCID,65016,amprenavir
PubChemCID:65027,Drug,PubChemCID,65027,CID 65027
PubChemCID:65028,Drug,PubChemCID,65028,Oseltamivir
PubChemCID:6505803,Drug,PubChemCID,6505803,tanespimycin
PubChemCID:6506051,Drug,PubChemCID,6506051,AC1O6SNF
PubChemCID:65143,Drug,PubChemCID,65143,Angiotensin II
PubChemCID:65157,Drug,PubChemCID,65157,testosterone undecanoate
PubChemCID:6540478,Drug,PubChemCID,6540478,norgestimate
PubChemCID:65628,Drug,PubChemCID,65628,bendamustine
PubChemCID:656583,Drug,PubChemCID,656583,trilostane
PubChemCID:656652,Drug,PubChemCID,656652,cholinophyllin
PubChemCID:656665,Drug,PubChemCID,656665,tropisetron
PubChemCID:656719,Drug,PubChemCID,656719,lubiprostone
PubChemCID:657298,Drug,PubChemCID,657298,Propylthiouracil
PubChemCID:657309,Drug,PubChemCID,657309,Ipratropium
PubChemCID:65833,Drug,PubChemCID,65833,milnacipran
PubChemCID:65856,Drug,PubChemCID,65856,reboxetine
PubChemCID:65866,Drug,PubChemCID,65866,lercanidipine
PubChemCID:65889,Drug,PubChemCID,65889,WEB 2086
PubChemCID:65906,Drug,PubChemCID,65906,mizolastine
PubChemCID:65937,Drug,PubChemCID,65937,dexloxiglumide
PubChemCID:65958,Drug,PubChemCID,65958,balofloxacin
PubChemCID:65981,Drug,PubChemCID,65981,repaglinide
PubChemCID:65997,Drug,PubChemCID,65997,lerisetron
PubChemCID:65999,Drug,PubChemCID,65999,telmisartan
PubChemCID:66007,Drug,PubChemCID,66007,Trihexyphenidyl
PubChemCID:6604009,Drug,PubChemCID,6604009,SB 222200
PubChemCID:6604595,Drug,PubChemCID,6604595,Domperidone
PubChemCID:66265,Drug,PubChemCID,66265,Dexfenfluramine
PubChemCID:66414,Drug,PubChemCID,66414,2-methoxyestradiol
PubChemCID:6646,Drug,PubChemCID,6646,homatropine methylbromide
PubChemCID:6647,Drug,PubChemCID,6647,"(1r,5r)-8,8-dimethyl-3-[(2-propylpentanoyl)oxy]-8-azoniabicyclo[3.2.1]octane bromide"
PubChemCID:666418,Drug,PubChemCID,666418,Prothionamide
PubChemCID:667467,Drug,PubChemCID,667467,Chlorprothixene
PubChemCID:667476,Drug,PubChemCID,667476,Dienestrol
PubChemCID:667477,Drug,PubChemCID,667477,Doxepin
PubChemCID:667490,Drug,PubChemCID,667490,6-Mercaptopurine
PubChemCID:667550,Drug,PubChemCID,667550,(S)-(+)-Ketoprofen
PubChemCID:6691,Drug,PubChemCID,6691,CID 6691
PubChemCID:6726,Drug,PubChemCID,6726,Cyclizine
PubChemCID:6729,Drug,PubChemCID,6729,buclizine
PubChemCID:67356,Drug,PubChemCID,67356,Fluphenazine
PubChemCID:6741,Drug,PubChemCID,6741,Methylprednisolone
PubChemCID:681,Drug,PubChemCID,681,Dopamine
PubChemCID:6832,Drug,PubChemCID,6832,Benztropine
PubChemCID:6834,Drug,PubChemCID,6834,Brompheniramine
PubChemCID:6857599,Drug,PubChemCID,6857599,oxaliplatin
PubChemCID:68602,Drug,PubChemCID,68602,Medetomidine
PubChemCID:68617,Drug,PubChemCID,68617,Sertraline
PubChemCID:6869,Drug,PubChemCID,6869,Penicillin V
PubChemCID:68740,Drug,PubChemCID,68740,zoledronic acid
PubChemCID:68791,Drug,PubChemCID,68791,"4-imino-1,3-diazabicyclo(3.1.0)hexan-2-one"
PubChemCID:68827,Drug,PubChemCID,68827,artemisinine
PubChemCID:6883,Drug,PubChemCID,6883,Isosorbide Dinitrate
PubChemCID:68844,Drug,PubChemCID,68844,brinzolamide
PubChemCID:688561,Drug,PubChemCID,688561,Procaterol
PubChemCID:68861,Drug,PubChemCID,68861,dienogest
PubChemCID:68873,Drug,PubChemCID,68873,drospirenone
PubChemCID:68911,Drug,PubChemCID,68911,artemether
PubChemCID:6916249,Drug,PubChemCID,6916249,Butorphanol
PubChemCID:6918107,Drug,PubChemCID,6918107,cilansetron
PubChemCID:6918156,Drug,PubChemCID,6918156,CHEMBL269016
PubChemCID:6918248,Drug,PubChemCID,6918248,flibanserin
PubChemCID:6918251,Drug,PubChemCID,6918251,ofatumumab
PubChemCID:6918260,Drug,PubChemCID,6918260,larotaxel
PubChemCID:6918295,Drug,PubChemCID,6918295,vinflunine
PubChemCID:6918296,Drug,PubChemCID,6918296,dutasteride
PubChemCID:6918314,Drug,PubChemCID,6918314,vilazodone
PubChemCID:6918336,Drug,PubChemCID,6918336,Bay 12-9566
PubChemCID:6918412,Drug,PubChemCID,6918412,IDN 5109
PubChemCID:6918430,Drug,PubChemCID,6918430,ceftobiprole
PubChemCID:6918456,Drug,PubChemCID,6918456,prasugrel
PubChemCID:6918462,Drug,PubChemCID,6918462,retapamulin
PubChemCID:6918474,Drug,PubChemCID,6918474,S-2-O-carbamoyl-1-o-chlorophenyl-ethanol
PubChemCID:6918486,Drug,PubChemCID,6918486,voclosporin
PubChemCID:6918493,Drug,PubChemCID,6918493,ambrisentan
PubChemCID:6918523,Drug,PubChemCID,6918523,udenafil
PubChemCID:6918525,Drug,PubChemCID,6918525,pardoprunox
PubChemCID:6918537,Drug,PubChemCID,6918537,vildagliptin
PubChemCID:6918554,Drug,PubChemCID,6918554,indacaterol
PubChemCID:6918584,Drug,PubChemCID,6918584,Sugammadex
PubChemCID:6918587,Drug,PubChemCID,6918587,bifeprunox
PubChemCID:6918602,Drug,PubChemCID,6918602,relacatib
PubChemCID:6918664,Drug,PubChemCID,6918664,386750-22-7
PubChemCID:6918678,Drug,PubChemCID,6918678,varenicline
PubChemCID:6918837,Drug,PubChemCID,6918837,panobinostat
PubChemCID:69711,Drug,PubChemCID,69711,5-fluoroorotic acid
PubChemCID:6992084,Drug,PubChemCID,6992084,D-Allopyranose
PubChemCID:7000965,Drug,PubChemCID,7000965,AC1OCU0L
PubChemCID:702,Drug,PubChemCID,702,Ethanol
PubChemCID:7028,Drug,PubChemCID,7028,Pseudoephedrine
PubChemCID:7029,Drug,PubChemCID,7029,Diethylpropion
PubChemCID:71077,Drug,PubChemCID,71077,D-serine
PubChemCID:71158,Drug,PubChemCID,71158,acamprosate
PubChemCID:71300636,Drug,PubChemCID,71300636,pasireotide
PubChemCID:71301,Drug,PubChemCID,71301,nebivolol
PubChemCID:71329,Drug,PubChemCID,71329,dofetilide
PubChemCID:71349,Drug,PubChemCID,71349,lanreotide
PubChemCID:71351,Drug,PubChemCID,71351,ocaperidone
PubChemCID:71360,Drug,PubChemCID,71360,iloperidone
PubChemCID:71364,Drug,PubChemCID,71364,icatibant
PubChemCID:71384,Drug,PubChemCID,71384,Dexrazoxane
PubChemCID:71388,Drug,PubChemCID,71388,tyloxapol
PubChemCID:71398,Drug,PubChemCID,71398,Masoprocol
PubChemCID:71414,Drug,PubChemCID,71414,diflorasone
PubChemCID:71456,Drug,PubChemCID,71456,xanomeline
PubChemCID:71616,Drug,PubChemCID,71616,voriconazole
PubChemCID:71715,Drug,PubChemCID,71715,Carbetocinum [INN-Latin]
PubChemCID:71771,Drug,PubChemCID,71771,aceclofenac
PubChemCID:72081,Drug,PubChemCID,72081,terlipressin
PubChemCID:72281,Drug,PubChemCID,72281,hesperetin
PubChemCID:72332,Drug,PubChemCID,72332,homoharringtonine
PubChemCID:73115,Drug,PubChemCID,73115,Clevudine
PubChemCID:73303,Drug,PubChemCID,73303,doripenem
PubChemCID:74989,Drug,PubChemCID,74989,Atovaquone
PubChemCID:753,Drug,PubChemCID,753,Glycerol
PubChemCID:7638,Drug,PubChemCID,7638,monobenzone
PubChemCID:7699,Drug,PubChemCID,7699,benzonatate
PubChemCID:772,Drug,PubChemCID,772,Heparin
PubChemCID:77991,Drug,PubChemCID,77991,rivastigmine
PubChemCID:77992,Drug,PubChemCID,77992,frovatriptan
PubChemCID:77993,Drug,PubChemCID,77993,eletriptan
PubChemCID:77999,Drug,PubChemCID,77999,rosiglitazone
PubChemCID:785,Drug,PubChemCID,785,hydroquinone
PubChemCID:82146,Drug,PubChemCID,82146,bexarotene
PubChemCID:82148,Drug,PubChemCID,82148,S 20098
PubChemCID:82153,Drug,PubChemCID,82153,flunisolide
PubChemCID:8223,Drug,PubChemCID,8223,Ergotamine
PubChemCID:8226,Drug,PubChemCID,8226,Methylergonovine
PubChemCID:8249,Drug,PubChemCID,8249,Phenformin
PubChemCID:8271,Drug,PubChemCID,8271,Mephobarbital
PubChemCID:8275,Drug,PubChemCID,8275,talbutal
PubChemCID:8280,Drug,PubChemCID,8280,paramethadione
PubChemCID:8378,Drug,PubChemCID,8378,Framycetin
PubChemCID:83898,Drug,PubChemCID,83898,cevimeline
PubChemCID:84029,Drug,PubChemCID,84029,Clarithromycin
PubChemCID:84571,Drug,PubChemCID,84571,Lactose
